key,Img_path,GD,OCMR,Group,Is_OCMR_true,OSRA,Is_OSRA_true,MolVec,Is_MolVec_true,Imago,Is_Imago_true
JPO_0000223,JPO_0000223.png,Cc1cccc(N(c2ccccc2)c2ccc(N(c3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)c3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)cc2)c1,CC1=CC(N(C2=CC=CC=C2)C2=CC=C(N(C3=CC=C(N(C4=CC=CC=C4)C4=CC=CC(C)=C4)C=C3)C3=CC=C(N(C4=CC=CC=C4)C4=CC=CC(C)=C4)C=C3)C=C2)=CC=C1,JPO,True,Cc1cccc(c1)N(c1ccccc1)c1ccc(cc1)N(c1ccc(cc1)N(c1cccc(c1)C)c1ccccc1)c1ccc(cc1)N(c1cccc(c1)C)c1ccccc1,True,C#P.CC1=CC(N(C2=CC=CC=C2)C2=CC=C(N(C3=CC=C(N(C4=CC=CC=C4)C4=CC=CC(C)=C4)C=C3)C3=CC=C(N(C4=CC=CC=C4)C4=CC=CC(C)=C4)C=C3)C=C2)=CC=C1,True,Cc1cccc(N(c2ccccc2)c2ccc(N(c3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)c3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)cc2)c1,True
JPO_0000391,JPO_0000391.png,Clc1ccc(Nc2nnc(-c3sccc3SCc3ccncc3)s2)cc1,ClC1=CC=C(NC2=NN=C(C3=C(SCC4=CC=NC=C4)C=CS3)S2)C=C1,JPO,True,Clc1ccc(cc1)Nc1nnc(s1)c1sccc1SCc1ccncc1,True,ClC1=CC=C(NC2=NN=C(C3=C(SCC4=CC=NC=C4)C=CS3)S2)C=C1,True,C#C.N=C(CS/C=C\CSCc1ccncc1)SC(=N)Nc1ccc([CaH])cc1,False
JPO_0000407,JPO_0000407.png,Cc1ccc(N(c2ccc(-c3ccc(N(c4ccc5ccccc5c4)c4ccc(C)cc4C)cc3)cc2)c2ccc3ccccc3c2)c(C)c1,CC1=CC=C(N(C2=CC=C(C3C=CC(N4C5=CC=C(C)C=C5C5=C4C=CC4=C5C=CC=C4)=CC3)C=C2)C2C=CC3=C(C=CCC3)C2)C(C)=C1,JPO,False,Cc1ccc(c(c1)C)N(c1ccc2c(c1)C=CCC2)c1ccc(cc1)[C@@H]1CC=C(C=C1)n1c2ccc3c(c2c2c1ccc(c2)C)cccc3,False,CCCC12C3=CC(C)=CC=C3N(C3=CC=C(C4=CC=C(N(C5=CC6=C(C=CC=C6)C=C5)C5=CC=C(C)C=C5C)C=C4)C=C3)C1C=CC1=C2C=CC=C1,False,,False
JPO_0000097,JPO_0000097.png,C=CC(=O)OCCCOC(=O)c1ccc(C(=O)OCCOC(=O)C(=C)C)cc1C(=O)OCC(O)COc1ccc(Cc2ccc(OCC3CO3)cc2)cc1,C=CC(=O)OCCCOC(=O)C(=C)C(=CC(=C)C(=O)OCCOC(=O)C(=C)C)C(=O)OCC(O)COC1=CC=C(CC2=CC=C(OCCO)C=C2)C=C1,JPO,False,CCCC(=O)OCCCOC(=O)c1ccc(cc1C(=O)OCC(COc1c*c(cc1)Cc1ccc(cc1)OCC1OC1)O)C(=O)OCCOC(=O)[C](#C)C,False,C=CC(=O)OCCCOC(=O)C1=CC=C(C(=O)OCCOC(=O)C(=C)C)C=C1C(=O)OCC(O)COC1=CC=C(CC2=CC=C(OCC3CO3)C=C2)C=C1.CC,True,,False
JPO_0000200,JPO_0000200.png,CC(C)(N)c1ccc(-c2ccc3[nH]ncc3c2N(O)O)nc1,CC(C)(N)C1=CN=C(C2=CC=C3NN=CC3=C2[N+](=O)[O-])C=C1,JPO,False,O=N(=O)c1c(ccc2c1cn[nH]2)c1ccc(cn1)C(N)(C)C,False,CC(C)(N)C1=CN=C(C2=C/C=C3\NN=C\C3=C\2[N+](=O)[O-])C=C1,False,CC(C)(N)c1ccc(-c2ccc3[nH]ncc3c2[N+](=O)[O-])nc1,False
JPO_0000319,JPO_0000319.png,N=C(N)NC(=O)c1cnn(-c2ccnc3ccccc23)c1C1CC1,N=C(N)OC(=O)C1=C(C2CC2)N(C2=CC=NC3=C2C=CC=C3)N=C1,JPO,False,NC(=N)NC(=O)c1cnn(c1C1CC1)c1cc*c2c1cccc2,False,N=C(N)NC(=O)C1=C(C2CC2)N(C2=CC=NC3=C2C=CC=C3)N=C1,True,C=C(NC(=N)N)c1cnn(-c2ccnc3ccccc23)c1C1CC1,False
JPO_0000435,JPO_0000435.png,COC(=O)/C=C/c1cccn1-c1ccc(Cl)cc1C(O)c1cccc(OC)c1,COC(=O)C=CC1=CC=CN1C1=CC=C(Cl)C=C1C(O)C1=CC(OC)=CC=C1,JPO,False,COC(=O)/C=C/c1cccn1c1ccc(cc1C(c1cccc(c1)OC)O)Cl,True,COC(=O)/C=C/C1=CC=CN1C1=CC=C(Cl)C=C1C(O)C1=CC(OC)=CC=C1,True,,False
JPO_0000382,JPO_0000382.png,CC(C)(C)c1ccc(-c2nnc(-c3cccc(-c4nnc(-c5ccc(C(C)(C)C)cc5)o4)c3)o2)cc1,CC(C)(C)C1=CC=C(C2=NN=C(C3=CC=CC(C4=NN=C(C5=CC=C(C(C)(C)C)C=C5)O4)=C3)O2)C=C1,JPO,True,CC(c1ccc(cc1)c1nnc(o1)c1cccc(c1)c1nnc(o1)c1ccc(cc1)C(C)(C)C)(C)C,True,BC1=CC=C(C(C)(C)C)C=C1.CC(C)(C)C1=CC=C(C2=[N+]=[N+]=C(C3=CC(P)=CC=C3)O2)C=C1,False,CC(C)(C)c1ccc(-c2nnc(-c3cccc(COC(NN)c4ccc(C(C)(C)C)cc4)c3)o2)cc1,False
JPO_0000330,JPO_0000330.png,COc1cc2c(cc1OC)-c1ccc3cc4c(cc3c1N(C)C2)OCO4,COC1=C(OC)C=C2C(=C1)CN(C)C1=C3C=C4OCOC4=CC3=CC=C21,JPO,True,COc1cc2-c3ccc4c(c3N(Cc2cc1OC)C)cc1c(c4)OCO1,True,COC1=C(OC)C=C2C(=C1)CN(C)/C1=C3/C=C4OCOC4=C/C3=C/C=C\21,True,COc1cc2c(cc1OC)-c1ccc3cc4c(cc3c1N(C)C2)OCO4,True
JPO_0000396,JPO_0000396.png,Brc1ccc(Nc2nnc(-c3ccccc3OCc3ccncc3)s2)cc1,BrC1=CC=C(NC2=NN=C(C3=CC=CC=C3OCC3=CC=NC=C3)S2)C=C1,JPO,True,Brc1ccc(cc1)Nc1*nc(s1)c1ccccc1OCc1ccncc1,False,BrC1=CC=C(NC2=NN=C(C3=CC=CC=C3OCC3=CC=NC=C3)S2)C=C1,True,Brc1ccc(Nc2nnc(-c3ccccc3OCc3ccncc3)s2)cc1,True
JPO_0000161,JPO_0000161.png,Cc1cc(C(c2cc(C(c3cc(C)c(O)c(C)c3C)c3cc(C)c(O)c(C)c3C)cc(C(c3cc(C)c(O)c(C)c3C)c3cc(C)c(O)c(C)c3C)c2)c2cc(C)c(O)c(C)c2C)c(C)c(C)c1O,CC1=CC(C(C2=CC(C(C3=C(C)C(C)=C(O)C(C)=C3)C3=C(C)C(C)=C(O)C(C)=C3)=CC(C(C3=C(C)C(C)=C(O)C(C)=C3)C3=C(C)C(C)=C(O)C(C)=C3)=C2)C2=C(C)C(C)=C(O)C(C)=C2)=C(C)C(C)=C1O,JPO,True,CC1=CC(=C(C(=[C]1=O)C)C)C(c1cc(C)c(c(c1C)C)O)c1cc(cc(c1)C(c1cc(C)c(c(c1C)C)O)c1cc(C)c(c(c1C)C)O)C(c1cc(C)c(c(c1C)C)O)c1cc(C)c(c(c1C)C)O,False,CC1=CC(C(C2=CC(C(C3=C(C)C(C)=C(O)C(C)=C3)C3=C(C)C(C)=C(O)C(C)=C3)=CC(C(C3=C(C)C(C)=C(O)C(C)=C3)C3=C(C)C(C)=C(O)C(C)=C3)=C2)C2=C(C)C(C)=C(O)C(C)=C2)=C(C)C(C)=C1O,True,,False
JPO_0000085,JPO_0000085.png,CCN(CC)c1ccc(/C=C2/O/C(=N/C3CCCCC3)N(C3CCCCC3)C2=O)cc1,CCN(CC)C1=CC=C(C=C2OC(=NC3CCCCC3)N(C3CCCCC3)C2=O)C=C1,JPO,False,CCN(c1ccc(cc1)/C=C\1/O/C(=N/C2CCCCC2)/N(C1=O)C1CCCCC1)CC,True,CC.CCN(CC)C1=CC=C(/C=C2/O/C(=N/C3CCCCC3)N(C3CCCCC3)C2=O)C=C1.CCOS,True,C=C(C)/C(=C\C/C=C\C=C/C)O/C(C)=N/C1CCCCC1.CC.CCCCCCC(C)C.CCNC,False
JPO_0000328,JPO_0000328.png,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C1=CC=C(C2=CC=NC3=C2C=CC2=C3N=CC=C2C2=CC=CC=C2)C=C1,JPO,True,c1ccc(cc1)c1ccnc2c1ccc1c2nccc1c1ccccc1,True,C1=CC=C(C2=CC=NC3=C2C=CC2=C3/N=C\C=C/2C2=CC=CC=C2)C=C1,True,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)c[nH]c23)cc1,False
JPO_0000070,JPO_0000070.png,C(C=Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(C=CC=Cc5ccccc5)cc4)cc3)cc2)cc1)=Cc1ccccc1,C=C(C)C.C=CC.C=CC(=C)N(C=C)C1=CC=CC=C1.C=CC(C)=CC.C=CC(C=C)=CC=CN(C=C)C(=C)C.C=CCC=C,JPO,False,C1=CCC(C=C1)/*=C/C=C\Cc1ccc(cc1)C(Cc1ccccc1)[IH]c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)C1CC=C(C=C1)/C=C\C=C\c1ccccc1,False,C=CC=CC1=CC=CC=C1.CC1=CC=C(N(C2=CC=CC=C2)C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C4=CC=C(/C=C/C=CC5=CC=CC=C5)C=C4)C=C3)C=C2)C=C1,False,,False
JPO_0000254,JPO_0000254.png,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1c2c(nc3c1CCC3)CCCC2,CCC.O=C(NC1=CC=C(Cl)C(Cl)=C1)NC1=C2CCCC2=NC2=C1CCCC2,JPO,True,O=C(Nc1c2CCCc2nc2c1CCCC2)Nc1ccc(c(c1)Cl)Cl,True,CN1[C@H]2C[C@H]21.O=C(NC1=CC=C(Cl)C(Cl)=C1)N/C1=C2\CCC\C2=N\C2=C1CCCC2.ONP,True,,False
JPO_0000103,JPO_0000103.png,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,O=C1C=CC(=O)N1C1=CC=C(CC2=CC=C(N3C(=O)C=CC3=O)C=C2)C=C1,JPO,True,O=*1C=CC(=O)N1c1ccc(cc1)Cc1ccc(cc1)N1C(=O)C=CC1=O,False,O=C1C=CC(=O)N1C1=CC=C(CC2=CC=C(N3C(=O)C=CC3=O)C=C2)C=C1,True,C=C1C=CC(=O)N1CC1=CCN(CC/C=C\C(=C)N2C(=O)C=CCC2=O)CC=C1,False
JPO_0000153,JPO_0000153.png,COc1cc2c(c(OC)c1C)OCO2,COC1=C(C)C(OC)=C2OCOC2=C1,JPO,True,COc1cc2OCOc2c(c1C)OC,True,COC1=C(C)\C(OC)=C2\OCO\C2=C\1,True,COc1cc2c(c(OC)c1C)OCO2,True
JPO_0000261,JPO_0000261.png,OC1CCC(C2CCC(O)CC2)CC1,OC1CCC(C2CCC(O)CC2)CC1,JPO,True,OC1CCC(CC1)C1CCC(CC1)O,True,OC1CCC(C2CCC(O)CC2)CC1,True,,False
JPO_0000238,JPO_0000238.png,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)Oc1cc2c(c(O)c1OC)C1OC(CO)C(O)C(O)C1OC2=O,CCC=CCC=CCC1=CCC=CC1C=CCC=CCCC(=O)O.[H]OCC1OC2C3=C(C=CC(OC)=C3O[H])C(=O)OC2C(O[H])C1O[H],JPO,False,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)Oc1cc(C(=O)C)c(c(c1OC)O)C1OC(CO)C(C(C1O)O)O,False,[H]OCC1OC2C3=C(C=C(OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)C(OCB)=C3O[H])C(=O)OC2C(O[H])C1O[H],False,,False
JPO_0000042,JPO_0000042.png,c1cc2c(Cc3cc(OCC4CO4)cc4cc(OCC5CO5)ccc34)cc(OCC3CO3)cc2cc1OCC1CO1,CC1=CO1.OCCCOC1=CC=C2C(=C1)C=C(OCC1=CO1)C=C2CC1=C2C=CC(O)=CC2=CC(OCCCO)=C1,JPO,False,C1OC1COc1cc(Cc2cc(OCC3CO3)cc3c2ccc(c3)OCC2CO2)c2c(c1)cc(cc2)OCC1CO1,True,CC1=C2/C=C\C(OCC3CO3)=C/C2=CC(OCC2COC2)=C1.CC1=CC(OCC2CO2)=CC2=C1C=CC(OCC1CO1)=C2,False,C.CC(Oc1cc(Cc2cc(OC[Cn]CO)cc3cc(OCC4CO4)ccc23)c2ccc(OCC3CO3)cc2c1)[Cn]1CO1,False
JPO_0000165,JPO_0000165.png,Cc1cc(CN2CC(C(=O)O)C2)sc1-c1noc(-c2ccc(Oc3ccccc3)c(F)c2)n1,CC1=C(C2=NOC(C3=CC=C(OC4=CC=CC=C4)C(F)=C3)=N2)SC(CN2C*C2)=C1,JPO,False,*C1CN(C1)Cc1cc(c(s1)c1noc(n1)c1ccc(c(c1)F)Oc1ccccc1)C,False,CC1=C(C2=NOC(C3=CC=C(OC4=CC=CC=C4)C(F)=C3)=N2)SC(CN2CC(C(=O)O)C2)=C1,True,*C1CN(C/C(C)=C/C(C)=C(C)/C(N=C)=N/OCc2ccc(/C=C\C=C/C=C/O)c(F)c2)C1.CCCC,False
JPO_0000389,JPO_0000389.png,O=C(CN1CCN(c2ccccc2F)CC1)Nc1ccccc1Sc1ccc(Cl)cc1,O=C(CN1CCN(C2=C(F)C=CC=C2)CC1)NC1=CC=CC=C1SC1=CC=C(Cl)C=C1,JPO,True,O=C(Nc1ccccc1Sc1ccc(cc1)Cl)CN1CCN(CC1)c1ccccc1F,True,O=C(CN1CCN(C2=C(F)C=CC=C2)CC1)NC1=CC=CC=C1SC1=CC=C(Cl)C=C1,True,Cc1ccc(Sc2ccccc2NC(=O)CN2CCN(c3ccccc3F)CC2)cc1,False
JPO_0000246,JPO_0000246.png,CCC1CO1,CCC1CO1,JPO,True,"C[C@@H]1[C@@H](CCC)CC=C2[C@@H]1C2
CC[C@@H]1C=CC[C@@H](C1)C",False,CC.CCO(C)(C)N,False,CC.CC.CC.CCCC.CCCC.COC(C)C(C)(C)C,False
JPO_0000028,JPO_0000028.png,C=CC(=O)OC(COCCCC)COc1ccc(OCC(COCCCC)OC(=O)C=C)c2ccccc12,C=CC(=C)OC(CO)COC1=C2/C=C\C=C/C2=C(OCC(COCCCC)OC(=O)C=C)C=C1.CCCCC,JPO,False,CCCCOCC(OC(=O)C=C)COc1ccc(c2c1cccc2)OCC(OC(=O)C=C)COCCCC,True,C=CC(=C)OC(COCCCC)CO/C1=C/C=C(/OCC(CO)OC(=O)CC)C2=CC=CC=C21,False,,False
JPO_0000228,JPO_0000228.png,C=C1SCCCS1,C=C1SCCCS1,JPO,True,CC1SCCCS1,False,C=C1SCCCS1,True,C=CSCCCSC,False
JPO_0000244,JPO_0000244.png,C.C=CCn1c(=O)n(CC)c(=O)n(CC=C)c1=O,C=CCN1C(=O)N(CC=C)C(=O)N(CCl=C)C1=O,JPO,False,,False,CCCNC.CN(C)C,False,C=CCn1c(=O)n(CC=CC)c(=O)n(C(C)C=C)c1=O,False
JPO_0000121,JPO_0000121.png,O=[PH]1Oc2ccccc2-c2ccccc21,O=PC1=CC=CC=C1C1=CC=CC=C1O,JPO,False,O=P1Oc2ccccc2-c2c1cccc2,True,O=C1OC2=CC=CC=C2C2=CC=CC=C12.[H]C,False,O=[PH]1Oc2ccccc2-c2ccccc21,True
JPO_0000297,JPO_0000297.png,COc1c(Cc2c(C)cc(O)cc2O)c(C)cc(O)c1C(=O)O,COC1=C(CC2=C(C)C=C(O)C=C2O)C(C)=CC(O)=C1C(=O)O,JPO,True,COc1c(Cc2c(C)cc(cc2O)O)c(C)cc(c1C(=O)O)O,True,COC1=C(CC2=C(C)C=C(O)C=C2O)C(C)=CC(O)=C1C(=O)O,True,*c1c(Cc2c(C)cc(O)cc2O)c(C)cc(O)c1C(=O)O,False
JPO_0000154,JPO_0000154.png,COc1cc(OC)c2c(c1C)OCO2,COC1=CC(OC)=C2OCOC2=C1C,JPO,True,COc1cc(OC)c2c(c1C)OCO2,True,COC1=C/C(OC)=C2\OCO\C2=C\1C,True,COC1=CC2OCOC2=C(C)C(OC)=C1,False
JPO_0000180,JPO_0000180.png,FC(F)(F)c1ccccc1-c1nc2cc(C(c3ccc4oc(-c5ccccc5C(F)(F)F)nc4c3)(C(F)(F)F)C(F)(F)F)ccc2o1,FC(F)(F)C1=CC=CC=C1C1=NC2=C(C=CC(C(C3=CC4=C(C=C3)OC(C3=C(C(F)(F)F)C=CC=C3)=N4)(C(F)(F)F)C(F)(F)F)=C2)O1,JPO,True,FC(C(C(F)(F)F)(c1ccc2c(c1)nc(o2)c1ccccc1C(F)(F)F)c1ccc2c(c1)nc(o2)c1ccccc1C(F)(F)F)(F)F,True,C[SH](F)C1=C(C2=NC3=C(C=CC(C(CSF)(C4=C/C5=C(\C=C/4)OC(C4=CC=CC=C4CSF)=N5)[SH](C)F)=C3)O2)C=CC=C1,False,FC(F)(F)c1ccccc1C1=NC2=C(C#CCC(C(c3ccc4c(c3)N=C(c3ccccc3C(F)(F)F)C4)(C(F)(F)F)C(F)(F)F)=C2)C1,False
JPO_0000412,JPO_0000412.png,Cn1sccc1=O,CN1SC=CC1=O,JPO,True,Cn1sccc1=O,True,CN1SC=CC1=O,True,Cn1sccc1=O,True
JPO_0000306,JPO_0000306.png,O=S(=O)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2,O=S(=O)(C1=CC2=C(C=C1)OCN(C1=CC=CC=C1)C2)C1=CC2=C(C=C1)OCN(C1=CC=CC=C1)C2,JPO,True,O=S(=O)(c1ccc2c(c1)CN(CO2)C1CC=CC=C1)*1=CC2=C(C=C1)OCN(C2)c1ccccc1,False,O=S(=O)(C1=CC2=C(C=C1)OCN(C1=CC=CC=C1)C2)C1=C/C2=C(\C=C/1)OCN(C1=CC=CC=C1)C2,True,O=S(=O)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2,True
JPO_0000409,JPO_0000409.png,O=C(OCCOC(=O)c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,O=C(OCCOC(=O)C1=CC2=C(C=C1)C(=O)OC2=O)C1=CC2=C(C=C1)C(=O)OC2=O,JPO,True,O=C(c1ccc2c(c1)C(O)OC2=O)OCCOC(=O)c1ccc2c(c1)C(=O)OC2=O,False,O=C(OCCOC(=O)C1=C/C2=C(\C=C/1)C(=O)OC2=O)C1=CC2=C(C=C1)C(=O)OC2=O,True,,False
JPO_0000185,JPO_0000185.png,CC/C=C(\C)CO,CCC=C(C)CO,JPO,False,C/C(=C\CC)/CN=O,False,CC/C=C(\C)CO,True,CC/C=C(\C)CC,False
JPO_0000179,JPO_0000179.png,Cc1cc(-c2ccccc2)c2ccc3c(-c4ccccc4)cc(C)nc3c2n1,CC1=CC(C2=CC=CC=C2)=C2C=CC3=C(N=C(C)C=C3C3=CC=CC=C3)C2=N1,JPO,True,C=CC/C(=C\C=C/C)/C1=CC(=NC2C1CC=CC/C(=[C](=*=C(N)*)\c1ccccc1)/C2=C)*,False,CC1=CC(C2=CC=CC=C2)=C2/C=C\C3=C(N=C(C)C=C3C3=CC=CC=C3)C2=N1,True,C/C=C(\C=C/CC)c1cc(C)nc2c1ccc1c(-c3ccccc3)cc(C)nc12.CC.CC,False
JPO_0000442,JPO_0000442.png,c1ccc(N(c2ccccc2)c2c3ccccc3c(N(c3ccccc3)c3ccccc3)c3ccccc23)cc1,C1=CC=C(N(C2=CC=CC=C2)C2=C3C=CC=CC3=C(N(C3=CC=CC=C3)C3=CC=CC=C3)C3=CC=CC=C32)C=C1,JPO,True,c1ccc2c(c1)c(N(c1ccccc1)c1ccccc1)c1c(c2N(c2ccccc2)c2ccccc2)cccc1,True,CC1=CC=CC=C1N(C1=CC=CC=C1)C1=C2C=CC=CC2=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C21,False,C=C/C=C\C=C(/C)N(C1=CC=CCC=C1)c1c2ccccc2c(N(c2ccccc2)c2ccccc2)c2ccccc12.CC,False
JPO_0000331,JPO_0000331.png,COc1cc2c(cc1OC)-c1ccc3cc4c(cc3c1N(C)C2)OCO4,COC1=C(OC)C=C2C(=C1)CN(C)C1=C3C=C4OCOC4=CC3=CC=C21,JPO,True,COc1cc2-c3ccc4c(c3N(Cc2cc1OC)C)cc1c(c4)*CO1,False,COC1=C(OC)C=C2C(=C1)CN(C)/C1=C3\C=C4OCOC4=C\C3=C\C=C\21,True,COc1cc2c(cc1OC)-c1ccc3cc4c(cc3c1N(C)C2)OCO4,True
JPO_0000323,JPO_0000323.png,CCC1(COS(C)(=O)=O)COC1,CCC1(COS(C)(=O)=O)COC1,JPO,True,,False,CCC1(COS(C)(=O)=O)COC1,True,CCC1(COS(C)(=O)=O)COC1,True
