Key,Smiles,Group,InitKey
JPO_0000331,COc1cc2c(cc1OC)-c1ccc3cc4c(cc3c1N(C)C2)OCO4,JPO,2008230977_28_chem
JPO_0000323,CCC1(COS(C)(=O)=O)COC1,JPO,2008224970_83_chem
JPO_0000104,COc1ccc2cc(C(C)=O)ccc2c1,JPO,2008088322_9_chem
JPO_0000032,Nc1ccc(-c2nc3cc4oc(-c5ccc(N)cc5)nc4cc3o2)cc1,JPO,2008024884_10_chem
JPO_0000112,C=CC(=O)OCCSc1ccc(C(=O)c2ccc3c(c2)c2cc(/C(C)=N/OC(C)=O)ccc2n3CC)c(C)c1,JPO,2008094770_4_chem
JPO_0000148,CC(CC(=O)OCC1CCC2OC2C1)CC(C)(C)COC(=O)C1CCC2OC2C1,JPO,2008111105_10_chem
JPO_0000433,COc1ccnc(C(O)c2cc(Cl)ccc2-n2cccc2/C=C/C(=O)O)c1OC,JPO,2008291018_446_chem
JPO_0000047,O=C(O)c1ccc(CNC(=O)c2cc(F)cnc2Cc2ccc(F)cc2)cc1,JPO,2008044949_80_chem
JPO_0000255,C=CCOCC(COCC=C)(COCC=C)COC(=O)CCC=O.O,JPO,2008185692_22_chem
JPO_0000329,C=CC(O)CC(C=C)CC1OC1CC/C=C/CCC1OC1/C=C\O,JPO,2008227202_10_chem
JPO_0000398,NCCNCCNCCNCCNCCN,JPO,2008266331_28_chem
JPO_0000377,C=Cc1ccc(NC(=O)c2c(OC)cccc2OC)cc1,JPO,2008251533_17_chem
JPO_0000312,O=C1CCC(c2ccc(O)c(F)c2)=NN1,JPO,2008222580_150_chem
JPO_0000054,CNCC1(c2ccc(OCCCN3CCOCC3)cc2)CCOCC1,JPO,2008050365_490_chem
JPO_0000381,CC(C)(C(=O)O)N1Cc2cc(-c3ccc(Nc4nc5ccccc5s4)cc3)ccc2C1=O,JPO,2008255024_93_chem
JPO_0000443,O=S1(=O)CC=CC1,JPO,2008300313_5_chem
JPO_0000397,NC(=O)C(CC1CCCCC1)NC(=O)Nc1ccc(N2CCCN(C(=O)C3CCNCC3)CC2)c(NC(=O)CCCc2ccccc2)c1,JPO,2008266327_30_chem
JPO_0000094,C=C(C)C(=O)OCCOC(=O)c1ccc(C(=O)OCC(O)COc2ccc(Cc3ccc(OCC4CO4)cc3)cc2)cc1,JPO,2008088167_244_chem
JPO_0000264,O=Cc1c(Cl)cccc1Cl,JPO,2008189923_7_chem
JPO_0000172,CCc1cccc(C)c1N(c1ccccc1)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4c(C)cccc4CC)cc3)cc2)cc1,JPO,2008122760_15_chem
JPO_0000439,COc1cccc(C2OC(CC3OCCO3)c3nccn3-c3ccc(Cl)cc32)c1OC,JPO,2008291018_962_chem
JPO_0000081,FC(F)(F)c1ccccc1C1=CCNCC1,JPO,2008074877_79_chem
JPO_0000385,c1ccc2cc(-c3ccc4c(-c5ccc6ccccc6c5)c5ccccc5c(-c5ccc6ccccc6c5)c4c3)ccc2c1,JPO,2008258603_10_chem
JPO_0000357,C=CC(=O)OCCNC(N)=O,JPO,2008242093_73_chem
JPO_0000339,CCC1CO1,JPO,2008231428_19_chem
JPO_0000098,C=CC(=O)OCCOC(=O)c1ccc(C(=O)OCCOC(=O)C(=C)C)cc1C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC3CO3)cc2)cc1,JPO,2008088167_469_chem
JPO_0000008,Cc1cc(C)c(-n2c(C)nc3c(NC(=O)CCl)cc(C)nc32)c(C)c1,JPO,2008007515_51_chem
JPO_0000386,CC(=O)NCc1ccc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1,JPO,2008260691_49_chem
JPO_0000359,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,JPO,2008246832_44_chem
JPO_0000171,Cc1ccc(O)c(C(=O)O)c1,JPO,2008122451_32_chem
JPO_0000221,CN1C(=O)c2ccccc2C1=O,JPO,2008156347_5_chem
JPO_0000082,COP(=O)(CC(C)CC(C)(C)C)CC(C)CC(C)(C)C,JPO,2008074947_29_chem
JPO_0000356,CCOP(=O)(OCC)C(=S)Sc1ccccc1O,JPO,2008242081_17_chem
JPO_0000349,N#CCc1ccc(CN2CCCN(c3nc4ccc(Cl)cc4s3)CC2)s1,JPO,2008239616_446_chem
JPO_0000334,O=C(/C=C/c1ccccc1/C=C1\Oc2ccccc2NC1=O)NCc1ccccn1,JPO,2008231088_78_chem
JPO_0000448,C=CC(=O)OCCCc1ccc(N(c2ccc(CCCOC(=O)C=C)cc2)c2ccc(C)c(C)c2)cc1,JPO,2008304699_5_chem
JPO_0000336,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,JPO,2008231090_11_chem
JPO_0000320,c1ccc(-c2cc(-c3cccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)c3)cc(-c3ccccc3)n2)cc1,JPO,2008223012_41_chem
JPO_0000174,c1ccc2c(c1)CCc1ccccc1N2c1ccc(-c2ccc(N3c4ccccc4CCc4ccccc43)cc2)cc1,JPO,2008122943_17_chem
JPO_0000253,C=CC(=O)Oc1ccc(C2CCC(CCC)CC2)cc1,JPO,2008180875_26_chem
JPO_0000133,CCC(O)CC(O)CC(C)O,JPO,2008105283_3_chem
JPO_0000274,O=C1OCC(F)O1,JPO,2008198391_3_chem
JPO_0000048,Nc1ccc(-c2nc3cc(N)ccc3o2)cc1,JPO,2008047814_2_chem
JPO_0000218,CCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,JPO,2008156297_37_chem
JPO_0000059,CC(C)(O)Cc1cccc(CC(=O)O)c1,JPO,2008056680_159_chem
JPO_0000383,Cc1cc(CN2C(=O)C3=C(CCCC3)C2=O)c(O)c(-n2nc3ccccc3n2)c1,JPO,2008257220_35_chem
JPO_0000077,O=C(O)Cc1ccc(OCc2ccccc2C(=O)O)cc1,JPO,2008074837_20_chem
JPO_0000345,CCOC(=O)C(=O)C(F)(F)F,JPO,2008239593_92_chem
JPO_0000129,COc1cc(/C=C2\CCCN(Cc3ccc4cc(N5CCOCC5)ccc4c3)C2=O)ccc1-n1cnc(C)c1,JPO,2008101015_375_chem
JPO_0000263,Cc1cccc2c1Oc1ccc3ccccc3c1C2,JPO,2008189871_18_chem
JPO_0000239,COc1ccc2c(C)noc2c1CCN1CCC(n2ccc3ccc(C(N)=O)cc32)CC1,JPO,2008169191_29_chem
JPO_0000215,OCN(CO)c1nc(NC23CC4CC(CC(C4)C2)C3)nc(N(CO)CO)n1,JPO,2008152203_25_chem
JPO_0000120,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(CN2CCOCC2)cc1,JPO,2008094847_388_chem
JPO_0000152,C=CCSS(=O)(=O)O,JPO,2008115090_2_chem
JPO_0000250,C/C(=C\c1ccc(C(=O)O)cc1)C(=O)c1cc2ccc(N3CCOCC3)cc2oc1=O,JPO,2008179641_19_chem
JPO_0000040,O=C(Cl)c1ccc(Oc2ccc(C(=O)Cl)cc2)cc1,JPO,2008033140_62_chem
JPO_0000066,O=[PH]1OCCO1,JPO,2008066062_6_chem
JPO_0000035,CP(C)(C)=O,JPO,2008030370_4_chem
JPO_0000317,COc1ccc(C2=NNC(=O)CC2C)cc1,JPO,2008222648_93_chem
JPO_0000099,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn(P)n2)cc1,JPO,2008088172_19_chem
JPO_0000229,CCONC(=N)N,JPO,2008163045_138_chem
JPO_0000293,Cc1cc(SCCC2CCN(c3nc4ccc(Cl)cc4s3)CC2)ccc1C(C)CC(=O)O,JPO,2008208129_824_chem
JPO_0000143,O=C1COCCN1Cc1ccccc1,JPO,2008106070_19_chem
JPO_0000056,CC1=CC(C2CC(=O)OC2=O)CC2C(=O)OC(=O)C12,JPO,2008050544_6_chem
JPO_0000069,Nc1c(/N=N\c2ccc3c(O)cc(S(=O)(=O)O)cc3c2S(=O)(=O)O)cc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(/N=N\c3ccc(N(O)O)cc3S(=O)(=O)O)c(O)c12,JPO,2008069331_37_chem
JPO_0000166,CCc1nc(CN2CC(C(=O)O)C2)ccc1-c1noc(-c2ccc(CC(C)C)c(Cl)c2)n1,JPO,2008120794_50_chem
JPO_0000278,CC1c2[nH]c3cc4ccccc4cc3c2CC2C(=O)N(C)C(=S)N21,JPO,2008201756_10_chem
JPO_0000289,O=C(O)Cc1cccc(OCCC2(N3CCOCC3)CCN(c3nc4ccc(C(F)(F)F)cc4s3)CC2)c1,JPO,2008208129_1092_chem
JPO_0000030,c1ccc(-c2cc(-c3ccccc3)n(-c3cc(-c4cc(-n5nc(-c6ccccc6)cc5-c5ccccc5)cc(-n5c6ccccc6c6ccccc65)c4)cc(-n4c5ccccc5c5ccccc54)c3)n2)cc1,JPO,2008024698_18_chem
JPO_0000354,C=CC(=O)OCCCCCCOc1ccc(CCC(=O)Oc2ccc(-c3ccc(-c4ccc(OC(=O)CCc5ccc(OCCCCCCOC(=O)C=C)cc5)cc4)c(F)c3)cc2)cc1,JPO,2008239873_27_chem
JPO_0000375,O=S1(=O)CCCN1CCO,JPO,2008250228_19_chem
JPO_0000402,O=[PH](O)c1ccccc1,JPO,2008266360_8_chem
JPO_0000216,Cc1ccc(N(c2ccc(C)cc2)c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,JPO,2008152232_13_chem
JPO_0000034,c1ccc2c(c1)-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1ccccc41)-c1ccccc1-3)c1ccccc21,JPO,2008026791_5_chem
JPO_0000123,C=C(C)C(=O)O,JPO,2008095087_86_chem
JPO_0000279,CC1c2c(c3cc4ccccc4cc3n2C)CC2C(=O)N(C)C(=S)N21,JPO,2008201756_13_chem
JPO_0000023,COC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(OC(F)(F)F)cc1C,JPO,2008019277_21_chem
JPO_0000001,Cc1ccc2nccc(O)c2c1,JPO,2008001630_20_chem
JPO_0000194,CN1CCc2ncsc2C1,JPO,2008138011_86_chem
JPO_0000348,O=C(O)Cc1ccc(Cl)c(OCCC2(N3CCOCC3)CCC(c3nc4ccc(C(F)(F)F)nc4s3)CC2)c1,JPO,2008239616_1080_chem
JPO_0000243,O=C(O)Cc1c[nH]c2ccc(O)cc12,JPO,2008170399_20_chem
JPO_0000022,Nc1nc2ccc(O)nc2s1,JPO,2008019241_372_chem
JPO_0000134,Cc1ccc(C)cc1,JPO,2008106016_106_chem
JPO_0000401,O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,JPO,2008266359_30_chem
JPO_0000080,CCCN1CCOC(c2cccc3c2C(Br)(Br)C(=O)N3)C1,JPO,2008074874_72_chem
JPO_0000313,CC1(C)C(=O)NN=C1c1ccc(F)c(O)c1,JPO,2008222580_181_chem
JPO_0000380,COC(=O)C(C)(C)CC(=O)c1ccc(-c2ccc(N)cn2)cc1,JPO,2008255024_106_chem
JPO_0000141,C=CCOC(=O)C1CC=CCC1C(=O)OCC=C,JPO,2008106016_89_chem
JPO_0000063,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccc(C(=O)O)cc2C3=O)cc1,JPO,2008063226_9_chem
JPO_0000214,CC1CC2OC2CC1COC(=O)C1CC2OC2CC1C,JPO,2008152170_10_chem
JPO_0000073,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)C(O)CC2(C)C)C(C)(C)CC(O)C1=O,JPO,2008072905_2_chem
JPO_0000043,CN(C)c1ccc(NOCc2cc3ccccc3c(/N=N/c3ccc4c(c3)C(=O)N(c3ccc(/N=N\c5c(O)c(C(=O)Nc6ccc(N(C)C)cc6)cc6ccccc56)cc3)C4=O)c2O)cc1,JPO,2008039899_31_chem
JPO_0000258,C=CCOC(=O)C1(C)CCC2(C)OC2C1,JPO,2008189621_29_chem
JPO_0000131,O=C(/C=C/c1ccc(-n2ccnc2)cc1)NC1c2ccccc2-c2ccccc21,JPO,2008101015_67_chem
JPO_0000298,COc1cc(O)cc(C)c1Cc1c(C)cc(O)cc1O,JPO,2008214335_5_chem
JPO_0000083,C=COCC1CCC(CO)CC1,JPO,2008075045_38_chem
JPO_0000404,O=C(O)c1cc2ccccc2n1CCCCn1c(C(=O)O)cc2ccccc21,JPO,2008273950_33_chem
JPO_0000150,O=C1C(=O)c2ccccc2-c2ccccc21,JPO,2008112630_13_chem
JPO_0000447,CCOC(=O)COC/C=C\CCl,JPO,2008303222_15_chem
JPO_0000369,OCCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,JPO,2008247907_202_chem
JPO_0000145,CCOC(=O)c1cnc(/N=N\c2cc3c(cc2NS(=O)(=O)C(F)(F)F)N(CC(C)C)CCC3)nc1C(F)(F)F,JPO,2008106268_17_chem
JPO_0000445,O=C1CCC(=O)CC1,JPO,2008303214_112_chem
JPO_0000288,O=C(O)Cc1ccc(Cl)c(OCCC2(N3CCOCC3)CCN(c3ncc(-c4ccoc4)cn3)CC2)c1,JPO,2008208129_1088_chem
JPO_0000372,COc1ccc(NC(=O)c2cc(OC)ccc2C(=O)O)cc1,JPO,2008249753_12_chem
JPO_0000170,O=c1[nH]c(=O)n(CCC2CC2)c2nc(Cl)[nH]c12,JPO,2008120831_29_chem
JPO_0000017,Cc1cccc(NC(=O)c2cc3ccccc3cc2O)c1,JPO,2008013708_5_chem
JPO_0000055,CN(C)CC1(c2ccc(OCCCN3CCC(CCO)CC3)cc2)CCOCC1,JPO,2008050365_50_chem
JPO_0000374,Cc1cc(N(c2ccccc2)c2ccccc2)ccc1C=NN(c1ccccc1)c1ccccc1,JPO,2008250149_19_chem
JPO_0000204,c1ccc(-c2c3c(c(-c4ccccc4)c4ccccc24)-c2ccc4c5cccc6cccc(c7ccc-3c2c74)c65)cc1,JPO,2008144129_30_chem
JPO_0000321,C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=N/N(c3ccccc3)c3ccccc3)cc2)cc1)=C\c1ccccc1,JPO,2008224734_10_chem
JPO_0000132,O=C(Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1,JPO,2008101187_15_chem
JPO_0000075,N#Cc1cccc(-c2cc(N3CCN(c4ccncc4)CC3)ncn2)c1,JPO,2008074751_10_chem
JPO_0000405,CN(C)c1ccc(C(=CC=O)c2ccc(N(C)C)cc2)cc1,JPO,2008273974_25_chem
JPO_0000101,CCC(N)C(=O)c1nnc(-c2ccncc2)o1,JPO,2008088176_677_chem
JPO_0000016,CC(C)(C)c1cc(CP2(=O)Oc3ccccc3-c3ccccc32)cc(C(C)(C)C)c1O,JPO,2008013664_32_chem
JPO_0000271,CC1(C2CCC3OC3(C)C2)CO1,JPO,2008195791_4_chem
JPO_0000092,CCC1(C)OCC(CSc2c(O)c(C3C(=O)c4ccccc4C3=O)nc3ccccc23)O1,JPO,2008087309_5_chem
JPO_0000446,COCn1c(=O)n(COC)c(=O)n(COC)c1=O,JPO,2008303221_13_chem
JPO_0000149,Nc1n[nH]c(S)n1,JPO,2008111122_32_chem
JPO_0000294,O=C(O)Cc1cc(Cl)cc(OCCC2(N3CCCCC3)CCN(c3nc4ccc(C(F)(F)F)cc4s3)CC2)c1,JPO,2008208129_958_chem
JPO_0000071,ClC(Cl)(Cl)c1nc(-c2ccc3c(c2)OCO3)nc(C(Cl)(Cl)Cl)n1,JPO,2008070901_38_chem
JPO_0000072,O=S1(=O)CS(=O)(=O)OCO1,JPO,2008071559_3_chem
JPO_0000308,Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)C(C)(C)c2ccccc2-3)cc1,JPO,2008216773_9_chem
JPO_0000343,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1,JPO,2008239504_10_chem
JPO_0000084,Oc1ccc2c(c1)Cc1c-2c2c(c3c1-c1ccc(O)cc1C3)-c1ccc(O)cc1C2,JPO,2008076850_15_chem
JPO_0000118,C=CC(c1ccccc1)C(c1ccc(OCCN2CCOCC2)cc1)c1ccc(OCCN2CCOCC2)cc1,JPO,2008094836_62_chem
JPO_0000314,CCCc1ccc(CCC)c2cc3c(-c4ccccc4)c4cc5c(CCC)ccc(CCC)c5cc4c(-c4ccccc4)c3cc12,JPO,2008222607_5_chem
JPO_0000265,CCc1cc(C(c2cc(CC)c(N)c(CC)c2)c2c(Cl)cccc2Cl)cc(CC)c1N,JPO,2008189923_8_chem
JPO_0000346,Cc1cc(C(C)(C)c2ccccc2)c(O)c(Br)c1C,JPO,2008239607_49_chem
JPO_0000137,C=CCN1C(=O)CC2(CC=CCC2)C1=O,JPO,2008106016_158_chem
JPO_0000128,CC(O)c1cc(/C=C/C(=O)NC2CCc3ccccc32)ccc1-n1ccnc1,JPO,2008101015_248_chem
JPO_0000164,CC(C)CCC(C)C1CCC2C3CC=C4CC(OC(=O)c5ccc(O)cc5)CCC4(C)C3CCC12C,JPO,2008120750_4_chem
JPO_0000207,CC(=O)O/N=C/c1ccc2sc3ccccc3c(=O)c2c1,JPO,2008146044_10_chem
JPO_0000387,CCC(OC)OC,JPO,2008266172_6_chem
JPO_0000363,Cc1ccc2ccccc2c1,JPO,2008247887_253_chem
JPO_0000410,CC(O)C(N)=O,JPO,2008276225_7_chem
JPO_0000046,C=CCOC(=O)c1cccc(C(=O)OCC(CC)(COC(=O)c2cccc(C(=O)OCC=C)c2)COC(=O)c2cccc(C(=O)OCC(C)OC(=O)c3cccc(C(=O)OCC=C)c3)c2)c1,JPO,2008044357_8_chem
JPO_0000384,CC1(C)c2ccccc2-c2ccc(N(c3ccccc3)c3ccc(-c4ccc(N(c5ccccc5)c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4)cc3)cc21,JPO,2008258580_31_chem
JPO_0000441,CC(C)(CO)C1OCC2(CO1)COC(C(C)(C)CO)OC2,JPO,2008291277_3_chem
JPO_0000163,CNC(=O)NC,JPO,2008119485_2_chem
JPO_0000090,C=C(C)C(=O)OCCOC(=O)CCC(=O)O,JPO,2008081672_16_chem
JPO_0000429,COc1cccc(C(=O)c2cc(Cl)ccc2NC(=O)C(C)(C)C)c1OCc1ccccc1,JPO,2008291018_1717_chem
JPO_0000390,FC(F)(F)c1cccc(Nc2nnc(-c3ccccc3OCc3ccncc3)o2)c1,JPO,2008266294_145_chem
JPO_0000241,Nc1ccc(/N=N\c2ccc(S(=O)(=O)O)cc2)cc1S(=O)(=O)O,JPO,2008169374_22_chem
JPO_0000417,C=CCCC(OCC=C)(C(=O)c1ccccc1)c1ccccc1,JPO,2008284685_17_chem
JPO_0000332,CCC(C)c1cc(C2(c3ccc(O)c(C(C)CC)c3)CCC(C(C)(C)C3CCC(c4ccc(O)c(C(C)CC)c4)(c4ccc(O)c(C(C)CC)c4)CC3)CC2)ccc1O,JPO,2008230984_6_chem
JPO_0000136,CCCCCC,JPO,2008106016_131_chem
JPO_0000190,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,JPO,2008135759_20_chem
JPO_0000051,NCC1CC2C=CC1C2,JPO,2008050342_19_chem
JPO_0000351,O=C(O)Cc1cccc(SCC2CCN(c3nc4ccc(Cl)cc4s3)CC2)c1,JPO,2008239616_627_chem
JPO_0000224,Cc1ccc(S(C)(=O)=O)cc1,JPO,2008160065_12_chem
JPO_0000360,O=C1c2cccc3cccc(c23)C(=O)N1c1ccc(-c2ccc3cc(/C=C/c4ccc5cc(-c6ccc(N7C(=O)c8cccc9cccc(c89)C7=O)cc6)ccc5c4)ccc3c2)cc1,JPO,2008247887_100_chem
JPO_0000041,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,JPO,2008034788_14_chem
JPO_0000341,CCc1cccc(C)c1N(c1ccc(/C=C/c2ccc(C)cc2)cc1)c1ccc(/C=C/c2ccc(C)cc2)cc1,JPO,2008233745_13_chem
JPO_0000106,C=CC(=O)OCC(CC)CCCC,JPO,2008089966_3_chem
JPO_0000344,Cc1cc(=O)[nH]nc1-c1ccc(O)cc1,JPO,2008239558_46_chem
JPO_0000011,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,JPO,2008007718_10_chem
JPO_0000283,COc1ccc(Cc2nccc3ccsc23)cc1,JPO,2008206514_220_chem
JPO_0000325,O=C1c2ccccc2C(=O)c2c1ccc1c2[nH]c2ccc3c4ccccc4c(=O)c4ccc1c2c43,JPO,2008225485_44_chem
